player,opp,surface,indoor,tourney_date,best_of,ace,df,svpt,svgms,tourney_name,round,score,won,sv_1in,sv_1won,sv_2won,bp_saved,bp_faced,rank,opp_rank
Alejandro Tabilo,Moise Kouame,Clay,O,20260530,5,17.0,3.0,129.0,23.0,French Open - Paris,,4-6 6-3 6-4 7-6(9),1,,,,,,,
Alejandro Tabilo,Kamil Majchrzak,Clay,O,20260526,5,10.0,2.0,66.0,18.0,French Open - Paris,,6-1 6-3 6-4,1,,,,,,,
Alejandro Tabilo,Francisco Cerundolo,Clay,O,20260508,3,1.0,2.0,54.0,2.0,Internazionali BNL d'Italia - Rome,,6-0 6-2,0,,,,,,,
Alejandro Tabilo,Pablo Carreno-Busta,Clay,O,20260506,3,0.0,0.0,41.0,12.0,Internazionali BNL d'Italia - Rome,,6-2 6-1,1,,,,,,,
Alejandro Tabilo,Jiri Lehecka,Clay,O,20260424,3,7.0,2.0,95.0,16.0,Mutua Madrid Open - Madrid,,3-6 7-6(3) 6-4,0,,,,,,,
Alejandro Tabilo,Valentin Royer,Clay,O,20260422,3,7.0,2.0,50.0,12.0,Mutua Madrid Open - Madrid,,6-2 6-4,1,,,,,,,
Alejandro Tabilo,Joao Fonseca,Clay,O,20260414,3,4.0,0.0,68.0,9.0,BMW Open - Munich,,7-6(1) 6-3,0,,,,,,,
Alejandro Tabilo,Jiri Lehecka,Clay,O,20260408,3,5.0,3.0,115.0,15.0,Monte-Carlo Rolex Masters - Monte-Carlo,,4-6 7-6(4) 6-3,0,,,,,,,
Alejandro Tabilo,Marton Fucsovics,Clay,O,20260405,3,5.0,3.0,62.0,12.0,Monte-Carlo Rolex Masters - Monte-Carlo,,6-4 6-3,1,,,,,,,
Alejandro Tabilo,Alex Michelsen,Hard,O,20260323,3,7.0,4.0,88.0,13.0,Miami Open - Miami,,3-6 6-3 6-4,0,,,,,,,
Alejandro Tabilo,Andrey Rublev,Hard,O,20260321,3,12.0,5.0,92.0,18.0,Miami Open - Miami,,6-7(5) 6-2 6-4,1,,,,,,,
Alejandro Tabilo,Francisco Comesana,Hard,O,20260319,3,5.0,0.0,58.0,12.0,Miami Open - Miami,,6-4 6-2,1,,,,,,,
Alejandro Tabilo,Daniil Medvedev,Hard,O,20260307,3,3.0,0.0,57.0,6.0,BNP Paribas Open - Indian Wells,,6-4 6-2,0,,,,,,,
Alejandro Tabilo,Rafael Jodar,Hard,O,20260305,3,4.0,0.0,43.0,12.0,BNP Paribas Open - Indian Wells,,6-1 6-2,1,,,,,,,
Alejandro Tabilo,Sebastian Baez,Clay,O,20260227,3,6.0,0.0,52.0,7.0,BCI Seguros Chile Open - Santiago,,7-6(2) 6-1,0,,,,,,,
Alejandro Tabilo,Thiago Agustin Tirante,Clay,O,20260226,3,7.0,2.0,73.0,16.0,BCI Seguros Chile Open - Santiago,,4-6 6-3 6-3,1,,,,,,,
Alejandro Tabilo,Tomas Barrios Vera,Clay,O,20260224,3,7.0,0.0,59.0,13.0,BCI Seguros Chile Open - Santiago,,7-5 6-3,1,,,,,,,
Alejandro Tabilo,Ignacio Buse,Clay,O,20260222,3,2.0,0.0,44.0,12.0,Rio Open - Rio de Janeiro,,6-3 6-3,1,,,,,,,
Alejandro Tabilo,Tomas Martin Etcheverry,Clay,O,20260222,3,11.0,0.0,107.0,16.0,Rio Open - Rio de Janeiro,,3-6 7-6(3) 6-4,0,,,,,,,
Alejandro Tabilo,Thiago Agustin Tirante,Clay,O,20260220,3,7.0,3.0,97.0,19.0,Rio Open - Rio de Janeiro,,7-6(2) 6-7(6) 6-1,1,,,,,,,
Alejandro Tabilo,Francesco Passaro,Clay,O,20260218,3,4.0,0.0,78.0,17.0,Rio Open - Rio de Janeiro,,4-6 7-6(0) 6-2,1,,,,,,,
Alejandro Tabilo,Emilio Nava,Clay,O,20260216,3,3.0,0.0,42.0,12.0,Rio Open - Rio de Janeiro,,6-3 6-3,1,,,,,,,
Alejandro Tabilo,Tomas Martin Etcheverry,Clay,O,20260213,3,2.0,3.0,70.0,13.0,Argentina Open - Buenos Aires,,1-6 6-3 6-4,0,,,,,,,
Alejandro Tabilo,Joao Fonseca,Clay,O,20260211,3,5.0,1.0,84.0,16.0,Argentina Open - Buenos Aires,,6-3 3-6 7-5,1,,,,,,,
Alejandro Tabilo,Facundo Diaz Acosta,Clay,O,20260210,3,2.0,1.0,71.0,13.0,Argentina Open - Buenos Aires,,7-6(5) 6-3,1,,,,,,,
Alejandro Tabilo,Quentin Halys,Hard,O,20260119,5,7.0,1.0,91.0,10.0,Australian Open - Melbourne,,6-2 6-2 7-6(2),0,,,,,,,
Alejandro Tabilo,Luciano Darderi,Hard,O,20260114,3,11.0,3.0,76.0,14.0,ASB Classic - Auckland,,1-6 7-5 6-3,0,48.0,38.0,12.0,2.0,5.0,81.0,24.0
Alejandro Tabilo,Camilo Ugo Carabelli,Hard,O,20260113,3,9.0,0.0,41.0,12.0,ASB Classic - Auckland,,6-4 6-2,1,31.0,29.0,7.0,0.0,0.0,81.0,47.0
Alejandro Tabilo,Michael Mmoh,Hard,O,20260106,3,6.0,1.0,65.0,9.0,Hong Kong Tennis Open - Hong Kong,,7-5 6-4,0,39.0,28.0,15.0,4.0,6.0,81.0,285.0
Alejandro Tabilo,Yi Zhou,Hard,O,20260105,3,2.0,2.0,85.0,16.0,Hong Kong Tennis Open - Hong Kong,,4-6 6-4 6-3,1,,,,,,,
Alejandro Tabilo,Luca Van Assche,Hard,O,20260104,3,9.0,2.0,98.0,16.0,Hong Kong Tennis Open - Hong Kong,,7-6(3) 3-6 6-3,1,,,,,,,
Flavio Cobolli,Arthur Fils,Hard,O,20260822,3,2.0,1.0,43.0,7.0,Cincinnati Open - Cincinnati,,6-3 6-4,0,,,,,,,
Flavio Cobolli,Tommy Paul,Hard,O,20260820,3,10.0,1.0,84.0,14.0,Cincinnati Open - Cincinnati,,2-6 6-3 6-4,1,,,,,,,
Flavio Cobolli,Rafael Jodar,Hard,O,20260819,3,8.0,3.0,115.0,17.0,Cincinnati Open - Cincinnati,,4-6 7-6(3) 6-3,1,,,,,,,
Flavio Cobolli,Alexander Blockx,Hard,O,20260817,3,3.0,1.0,108.0,18.0,Cincinnati Open - Cincinnati,,7-5 4-6 7-5,1,,,,,,,
Flavio Cobolli,Miomir Kecmanovic,Hard,O,20260815,3,13.0,8.0,80.0,16.0,Cincinnati Open - Cincinnati,,6-1 4-6 6-3,1,,,,,,,
Flavio Cobolli,Yannick Hanfmann,Hard,O,20260804,3,7.0,4.0,88.0,12.0,National Bank Open - Montreal,,7-6(5) 7-6(2),0,,,,,,,
Flavio Cobolli,Roman Andres Burruchaga,Clay,O,20260715,3,2.0,2.0,68.0,6.0,Plava Laguna Croatia Open - Umag,,6-2 6-4,0,,,,,,,
Flavio Cobolli,Arthur Fery,Grass,O,20260708,5,6.0,2.0,96.0,10.0,Wimbledon - London,,6-4 7-6(4) 6-0,0,,,,,,,
Flavio Cobolli,Alex De Minaur,Grass,O,20260706,5,3.0,5.0,99.0,20.0,Wimbledon - London,,7-5 7-6(4) 6-3,1,,,,,,,
Flavio Cobolli,Karen Khachanov,Grass,O,20260704,5,14.0,5.0,176.0,25.0,Wimbledon - London,,0-6 7-6(4) 6-7(5) 6-2 6-2,1,,,,,,,
Flavio Cobolli,James Duckworth,Grass,O,20260702,5,16.0,4.0,139.0,23.0,Wimbledon - London,,7-6(4) 3-6 7-6(3) 6-1,1,,,,,,,
Flavio Cobolli,Mariano Navone,Grass,O,20260701,5,12.0,1.0,137.0,21.0,Wimbledon - London,,1-6 7-6(5) 6-3 7-6(8),1,,,,,,,
Flavio Cobolli,Frances Tiafoe,Grass,O,20260615,3,9.0,1.0,68.0,8.0,Terra Wortmann Open - Halle,,6-2 7-6(4),0,,,,,,,
Flavio Cobolli,Alexander Zverev,Clay,O,20260607,5,6.0,3.0,155.0,19.0,French Open - Paris,,6-1 4-6 6-4 6-7(5) 6-1,0,,,,,,,
Flavio Cobolli,Felix Auger Aliassime,Clay,O,20260603,5,8.0,2.0,131.0,22.0,French Open - Paris,,4-6 6-4 6-4 6-4,1,,,,,,,
Flavio Cobolli,Zachary Svajda,Clay,O,20260601,5,8.0,2.0,139.0,25.0,French Open - Paris,,6-2 6-3 6-7(3) 7-6(5),1,,,,,,,
Flavio Cobolli,Learner Tien,Clay,O,20260530,5,7.0,2.0,67.0,18.0,French Open - Paris,,6-2 6-2 6-3,1,,,,,,,
Flavio Cobolli,Yibing Wu,Clay,O,20260528,5,7.0,4.0,87.0,18.0,French Open - Paris,,6-4 6-4 6-4,1,,,,,,,
Flavio Cobolli,Andrea Pellegrino,Clay,O,20260525,5,9.0,2.0,89.0,19.0,French Open - Paris,,6-4 7-6(4) 6-3,1,,,,,,,
Flavio Cobolli,Ignacio Buse,Clay,O,20260519,3,0.0,4.0,63.0,7.0,Hamburg Open - Hamburg,,6-2 7-5,0,,,,,,,
Flavio Cobolli,Thiago Agustin Tirante,Clay,O,20260511,3,3.0,3.0,54.0,7.0,Internazionali BNL d'Italia - Rome,,6-3 6-4,0,,,,,,,
Flavio Cobolli,Terence Atmane,Clay,O,20260509,3,9.0,2.0,77.0,13.0,Internazionali BNL d'Italia - Rome,,7-6(1) 6-3,1,,,,,,,
Flavio Cobolli,Alexander Zverev,Clay,O,20260430,3,1.0,4.0,62.0,5.0,Mutua Madrid Open - Madrid,,6-1 6-4,0,,,,,,,
Flavio Cobolli,Daniil Medvedev,Clay,O,20260428,3,5.0,2.0,105.0,17.0,Mutua Madrid Open - Madrid,,6-3 5-7 6-4,1,,,,,,,
Flavio Cobolli,Adolfo Daniel Vallejo,Clay,O,20260427,3,3.0,3.0,57.0,12.0,Mutua Madrid Open - Madrid,,6-3 6-2,1,,,,,,,
Flavio Cobolli,Camilo Ugo Carabelli,Clay,O,20260425,3,10.0,3.0,91.0,18.0,Mutua Madrid Open - Madrid,,6-7(7) 6-1 6-4,1,,,,,,,
Flavio Cobolli,Ben Shelton,Clay,O,20260419,3,2.0,3.0,57.0,7.0,BMW Open - Munich,,6-2 7-5,0,,,,,,,
Flavio Cobolli,Alexander Zverev,Clay,O,20260418,3,7.0,1.0,49.0,12.0,BMW Open - Munich,,6-3 6-3,1,,,,,,,
Flavio Cobolli,Vit Kopriva,Clay,O,20260417,3,1.0,3.0,60.0,12.0,BMW Open - Munich,,6-3 6-2,1,,,,,,,
Flavio Cobolli,Zizou Bergs,Clay,O,20260415,3,4.0,3.0,49.0,12.0,BMW Open - Munich,,6-2 6-3,1,,,,,,,
Flavio Cobolli,Diego Dedura,Clay,O,20260414,3,2.0,5.0,66.0,13.0,BMW Open - Munich,,6-4 7-5,1,,,,,,,
Flavio Cobolli,Alexander Blockx,Clay,O,20260408,3,1.0,0.0,52.0,6.0,Monte-Carlo Rolex Masters - Monte-Carlo,,6-3 6-3,0,,,,,,,
Flavio Cobolli,Francisco Comesana,Clay,O,20260406,3,2.0,2.0,82.0,15.0,Monte-Carlo Rolex Masters - Monte-Carlo,,7-5 2-6 6-3,1,,,,,,,
Flavio Cobolli,Raphael Collignon,Hard,O,20260320,3,8.0,5.0,79.0,8.0,Miami Open - Miami,,7-5 6-3,0,,,,,,,
Flavio Cobolli,Frances Tiafoe,Hard,O,20260308,3,1.0,0.0,43.0,3.0,BNP Paribas Open - Indian Wells,,6-1 6-2,0,,,,,,,
Flavio Cobolli,Miomir Kecmanovic,Hard,O,20260306,3,13.0,8.0,84.0,15.0,BNP Paribas Open - Indian Wells,,3-6 6-3 6-4,1,,,,,,,
Flavio Cobolli,Frances Tiafoe,Hard,O,20260228,3,10.0,2.0,72.0,13.0,Abierto Mexicano Telcel - Acapulco,,7-6(4) 6-4,1,,,,,,,
Flavio Cobolli,Miomir Kecmanovic,Hard,O,20260227,3,13.0,3.0,95.0,16.0,Abierto Mexicano Telcel - Acapulco,,7-6(5) 3-6 6-4,1,,,,,,,
Flavio Cobolli,Yibing Wu,Hard,O,20260226,3,10.0,4.0,74.0,13.0,Abierto Mexicano Telcel - Acapulco,,7-6(4) 6-1,1,,,,,,,
Flavio Cobolli,Dalibor Svrcina,Hard,O,20260225,3,8.0,3.0,71.0,12.0,Abierto Mexicano Telcel - Acapulco,,6-4 6-4,1,,,,,,,
Flavio Cobolli,Rodrigo Pacheco Mendez,Hard,O,20260224,3,10.0,6.0,79.0,14.0,Abierto Mexicano Telcel - Acapulco,,7-6(3) 7-6(3),1,,,,,,,
Flavio Cobolli,Sebastian Korda,Hard,O,20260221,3,5.0,1.0,66.0,7.0,Delray Beach Open - Delray Beach,,7-6(1) 6-1,0,,,,,,,
Flavio Cobolli,Chak Lam Coleman Wong,Hard,O,20260220,3,11.0,0.0,92.0,19.0,Delray Beach Open - Delray Beach,,7-5 6-7(7) 6-2,1,,,,,,,
Flavio Cobolli,Terence Atmane,Hard,O,20260218,3,9.0,2.0,67.0,13.0,Delray Beach Open - Delray Beach,,7-5 6-4,1,,,,,,,
Flavio Cobolli,Jack Pinnington Jones,Hard,I,20260210,3,4.0,2.0,42.0,4.0,Dallas Open - Dallas,,6-2 6-2,0,,,,,,,
Flavio Cobolli,Luca Nardi,Hard,I,20260205,3,3.0,1.0,58.0,5.0,Open Occitanie - Montpellier,,6-2 6-3,0,,,,,,,
Flavio Cobolli,Arthur Fery,Hard,O,20260118,5,7.0,8.0,83.0,11.0,Australian Open - Melbourne,,7-6(1) 6-4 6-1,0,,,,,,,
Flavio Cobolli,Arthur Rinderknech,Hard,O,20260106,3,5.0,5.0,123.0,18.0,United Cup - Australia,,6-7(4) 7-6(5) 7-5,0,58.0,40.0,35.0,8.0,13.0,22.0,29.0
Flavio Cobolli,Stan Wawrinka,Hard,O,20260104,3,8.0,1.0,101.0,19.0,United Cup - Australia,,6-4 6-7(2) 7-6(4),1,55.0,41.0,33.0,0.0,0.0,22.0,157.0
Lloyd Harris,Pablo Llamas Ruiz,Hard,O,20260828,5,14.0,1.0,69.0,13.0,U.S. Open - New York,,7-6(3) 6-3,1,,,,,,,
Lloyd Harris,Henrique Rocha,Hard,O,20260827,5,5.0,4.0,104.0,15.0,U.S. Open - New York,,2-6 6-2 7-6(10),1,,,,,,,
Lloyd Harris,Bernard Tomic,Hard,O,20260825,5,7.0,2.0,78.0,17.0,U.S. Open - New York,,6-2 5-7 6-2,1,,,,,,,
Lloyd Harris,Andrea Pellegrino,Clay,O,20260520,5,2.0,1.0,88.0,9.0,French Open - Paris,,3-6 6-0 6-3,0,,,,,,,
Lloyd Harris,Hugo Grenier,Clay,O,20260518,5,3.0,1.0,54.0,12.0,French Open - Paris,,6-3 6-3,1,,,,,,,
Lloyd Harris,Jaime Faria,Clay,O,20260421,3,11.0,1.0,57.0,9.0,Mutua Madrid Open - Madrid,,4-6 6-3 ret.,0,,,,,,,
Lloyd Harris,Mackenzie Mcdonald,Clay,O,20260420,3,9.0,1.0,46.0,12.0,Mutua Madrid Open - Madrid,,6-4 6-2,1,,,,,,,
Lloyd Harris,Dusan Lajovic,Clay,O,20260330,3,6.0,1.0,65.0,8.0,Grand Prix Hassan II - Marrakech,,6-4 6-4,0,,,,,,,
Lloyd Harris,Pierre-Hugues Herbert,Clay,O,20260329,3,6.0,0.0,59.0,12.0,Grand Prix Hassan II - Marrakech,,6-4 6-3,1,,,,,,,
Lloyd Harris,Federico Cina,Hard,O,20260113,5,5.0,0.0,80.0,14.0,Australian Open - Melbourne,,6-4 6-7(4) 6-3,0,,,,,,,
Aleksandar Vukic,Mark Lajal,Hard,O,20260813,3,15.0,3.0,100.0,14.0,Cincinnati Open - Cincinnati,,6-7(3) 6-3 6-4,0,,,,,,,
Aleksandar Vukic,Darwin Blanch,Hard,O,20260812,3,8.0,1.0,62.0,13.0,Cincinnati Open - Cincinnati,,6-3 7-6(4),1,,,,,,,
Aleksandar Vukic,Daniel Altmaier,Hard,O,20260803,3,6.0,3.0,123.0,17.0,National Bank Open - Montreal,,6-7(2) 7-6(5) 6-4,0,,,,,,,
Aleksandar Vukic,Tomas Barrios Vera,Hard,O,20260801,3,10.0,0.0,68.0,13.0,National Bank Open - Montreal,,7-6(4) 6-2,1,,,,,,,
Aleksandar Vukic,Lorenzo Musetti,Hard,O,20260729,3,8.0,2.0,104.0,13.0,Citi Open - Washington,,6-3 5-7 6-3,0,,,,,,,
Aleksandar Vukic,Zachary Svajda,Hard,O,20260727,3,12.0,0.0,41.0,12.0,Citi Open - Washington,,6-3 6-1,1,,,,,,,
Aleksandar Vukic,Alex Bolt,Hard,O,20260726,3,6.0,0.0,29.0,12.0,Citi Open - Washington,,6-0 6-1,1,,,,,,,
Aleksandar Vukic,Aziz Dougaz,Hard,O,20260725,3,11.0,0.0,45.0,12.0,Citi Open - Washington,,6-3 6-3,1,,,,,,,
Aleksandar Vukic,Jenson Brooksby,Grass,O,20260629,5,4.0,3.0,91.0,8.0,Wimbledon - London,,7-6(7) 6-1 6-1,0,,,,,,,
Aleksandar Vukic,Jenson Brooksby,Grass,O,20260623,3,3.0,2.0,59.0,6.0,Lexus Eastbourne Open - Eastbourne,,7-5 6-1,0,,,,,,,
Aleksandar Vukic,Hamish Stewart,Grass,O,20260621,3,9.0,1.0,106.0,17.0,Lexus Eastbourne Open - Eastbourne,,7-6(5) 4-6 6-4,1,,,,,,,
Aleksandar Vukic,Harry Wendelken,Grass,O,20260620,3,9.0,1.0,75.0,13.0,Lexus Eastbourne Open - Eastbourne,,7-5 6-3,1,,,,,,,
Aleksandar Vukic,Harry Wendelken,Grass,O,20260614,3,8.0,3.0,66.0,7.0,HSBC Championships - London,,7-6(7) 6-1,0,,,,,,,
Aleksandar Vukic,James Duckworth,Grass,O,20260613,3,7.0,0.0,45.0,12.0,HSBC Championships - London,,6-3 6-2,1,,,,,,,
Aleksandar Vukic,Raphael Collignon,Clay,O,20260525,5,3.0,6.0,105.0,12.0,French Open - Paris,,6-3 6-3 7-6(4),0,,,,,,,
Aleksandar Vukic,Tommy Paul,Clay,O,20260508,3,1.0,3.0,65.0,6.0,Internazionali BNL d'Italia - Rome,,6-4 6-2,0,,,,,,,
Aleksandar Vukic,Patrick Kypson,Clay,O,20260506,3,11.0,2.0,85.0,17.0,Internazionali BNL d'Italia - Rome,,6-3 5-7 6-0,1,,,,,,,
Aleksandar Vukic,Pablo Llamas Ruiz,Clay,O,20260420,3,7.0,0.0,59.0,6.0,Mutua Madrid Open - Madrid,,6-4 6-2,0,,,,,,,
Aleksandar Vukic,Otto Virtanen,Clay,O,20260411,3,4.0,3.0,130.0,14.0,Barcelona Open Banc Sabadell - Barcelona,,6-3 6-7(7) 6-4,0,,,,,,,
Aleksandar Vukic,Pedro Martinez Portero,Clay,O,20260404,3,7.0,2.0,54.0,6.0,Monte-Carlo Rolex Masters - Monte-Carlo,,6-2 6-4,0,,,,,,,
Aleksandar Vukic,Taha Baadi,Clay,O,20260330,3,4.0,1.0,78.0,9.0,Grand Prix Hassan II - Marrakech,,6-2 3-6 6-1,0,,,,,,,
Aleksandar Vukic,Rafael Jodar,Hard,O,20260321,3,1.0,1.0,39.0,3.0,Miami Open - Miami,,6-1 6-2,0,,,,,,,
Aleksandar Vukic,Billy Harris,Hard,O,20260317,3,14.0,1.0,75.0,13.0,Miami Open - Miami,,7-6(3) 6-4,1,,,,,,,
Aleksandar Vukic,Tomas Barrios Vera,Hard,O,20260317,3,8.0,3.0,82.0,9.0,Miami Open - Miami,,6-3 7-6(5),0,,,,,,,
Aleksandar Vukic,Dino Prizmic,Hard,O,20260303,3,9.0,1.0,57.0,6.0,BNP Paribas Open - Indian Wells,,6-2 6-4,0,,,,,,,
Aleksandar Vukic,Stefano Travaglia,Hard,O,20260302,3,12.0,1.0,82.0,14.0,BNP Paribas Open - Indian Wells,,7-6(2) 7-6(2),1,,,,,,,
Aleksandar Vukic,Otto Virtanen,Hard,O,20260221,3,5.0,5.0,62.0,4.0,Dubai Duty Free Tennis Championships - Dubai,,6-2 6-2,0,,,,,,,
Aleksandar Vukic,Pierre-Hugues Herbert,Hard,O,20260214,3,7.0,2.0,68.0,8.0,Qatar ExxonMobil Open - Doha,,6-4 6-4,0,,,,,,,
Aleksandar Vukic,Thiago Agustin Tirante,Hard,O,20260119,5,8.0,2.0,87.0,9.0,Australian Open - Melbourne,,7-5 6-2 6-2,0,,,,,,,
Aleksandar Vukic,Tommy Paul,Hard,O,20260115,3,1.0,2.0,51.0,5.0,Adelaide International - Adelaide,,6-3 6-2,0,28.0,17.0,7.0,3.0,7.0,87.0,21.0
Aleksandar Vukic,Andrea Vavassori,Hard,O,20260114,3,7.0,0.0,63.0,13.0,Adelaide International - Adelaide,,6-2 7-6(5),1,36.0,30.0,15.0,1.0,2.0,87.0,336.0
Aleksandar Vukic,Stefanos Tsitsipas,Hard,O,20260113,3,6.0,0.0,94.0,14.0,Adelaide International - Adelaide,,7-6(3) 7-6(5),1,57.0,38.0,26.0,4.0,4.0,87.0,33.0
Aleksandar Vukic,Jacob Fearnley,Hard,O,20260112,3,7.0,1.0,91.0,18.0,Adelaide International - Adelaide,,6-4 6-7(7) 6-3,1,,,,,,,
Aleksandar Vukic,Luca Nardi,Hard,O,20260111,3,6.0,2.0,88.0,18.0,Adelaide International - Adelaide,,6-7(4) 6-3 6-2,1,,,,,,,
Aleksandar Vukic,Frances Tiafoe,Hard,O,20260104,3,3.0,3.0,46.0,4.0,Brisbane International - Brisbane,,6-2 6-2,0,26.0,15.0,7.0,2.0,6.0,84.0,30.0
Ilya Ivashka,Pablo Martinez Gomez,Hard,O,20260618,3,4.0,4.0,74.0,13.0,M25 Lourinha,,3-6 6-3 6-4,0,,,,,,,
Ilya Ivashka,Rodrigo Fernandes,Hard,O,20260617,3,6.0,3.0,63.0,13.0,M25 Lourinha,,7-6(5) 6-4,1,,,,,,,
Ilya Ivashka,Nicolai Budkov Kjaer,Clay,O,20260329,3,1.0,3.0,101.0,14.0,Grand Prix Hassan II - Marrakech,,6-1 5-7 7-6(3),0,,,,,,,
Arthur Fils,Frances Tiafoe,Hard,O,20260823,3,11.0,1.0,59.0,13.0,Cincinnati Open - Cincinnati,,6-3 1-6 6-0,1,,,,,,,
Arthur Fils,Flavio Cobolli,Hard,O,20260822,3,6.0,3.0,58.0,12.0,Cincinnati Open - Cincinnati,,6-3 6-4,1,,,,,,,
Arthur Fils,Thiago Agustin Tirante,Hard,O,20260820,3,3.0,0.0,47.0,12.0,Cincinnati Open - Cincinnati,,6-3 6-2,1,,,,,,,
Arthur Fils,Alex De Minaur,Hard,O,20260819,3,2.0,2.0,57.0,12.0,Cincinnati Open - Cincinnati,,6-3 6-4,1,,,,,,,
Arthur Fils,Jiri Lehecka,Hard,O,20260817,3,7.0,4.0,87.0,18.0,Cincinnati Open - Cincinnati,,6-1 6-7(7) 6-3,1,,,,,,,
Arthur Fils,Yannick Hanfmann,Hard,O,20260815,3,7.0,2.0,63.0,13.0,Cincinnati Open - Cincinnati,,7-6(5) 6-1,1,,,,,,,
Arthur Fils,Rafael Jodar,Hard,O,20260811,3,7.0,1.0,76.0,9.0,National Bank Open - Montreal,,7-6(5) 6-3,0,,,,,,,
Arthur Fils,Cameron Norrie,Hard,O,20260808,3,5.0,3.0,75.0,13.0,National Bank Open - Montreal,,6-2 7-6(8),1,,,,,,,
Arthur Fils,Mariano Navone,Hard,O,20260806,3,4.0,1.0,49.0,12.0,National Bank Open - Montreal,,6-3 6-2,1,,,,,,,
Arthur Fils,Zachary Svajda,Hard,O,20260805,3,12.0,5.0,77.0,15.0,National Bank Open - Montreal,,6-4 3-6 6-1,1,,,,,,,
Arthur Fils,Rafael Jodar,Hard,O,20260728,3,6.0,3.0,81.0,9.0,Citi Open - Washington,,7-6(5) 6-3,0,,,,,,,
Arthur Fils,Matteo Berrettini,Grass,O,20260702,5,11.0,2.0,118.0,18.0,Wimbledon - London,,6-4 7-5 3-6 6-3,0,,,,,,,
Arthur Fils,Raphael Collignon,Grass,O,20260630,5,8.0,2.0,78.0,19.0,Wimbledon - London,,7-5 6-1 6-3,1,,,,,,,
Arthur Fils,Andrea Pellegrino,Clay,O,20260509,3,1.0,2.0,13.0,0.0,Internazionali BNL d'Italia - Rome,,4-0 ret.,0,,,,,,,
Arthur Fils,Jannik Sinner,Clay,O,20260501,3,3.0,2.0,61.0,6.0,Mutua Madrid Open - Madrid,,6-2 6-4,0,,,,,,,
Arthur Fils,Jiri Lehecka,Clay,O,20260429,3,2.0,2.0,53.0,12.0,Mutua Madrid Open - Madrid,,6-3 6-4,1,,,,,,,
Arthur Fils,Tomas Martin Etcheverry,Clay,O,20260428,3,2.0,1.0,63.0,12.0,Mutua Madrid Open - Madrid,,6-3 6-4,1,,,,,,,
Arthur Fils,Emilio Nava,Clay,O,20260426,3,3.0,3.0,67.0,13.0,Mutua Madrid Open - Madrid,,7-6(2) 6-3,1,,,,,,,
Arthur Fils,Ignacio Buse,Clay,O,20260424,3,2.0,3.0,112.0,20.0,Mutua Madrid Open - Madrid,,6-7(4) 7-6(3) 7-5,1,,,,,,,
Arthur Fils,Andrey Rublev,Clay,O,20260419,3,5.0,3.0,67.0,13.0,Barcelona Open Banc Sabadell - Barcelona,,6-2 7-6(2),1,,,,,,,
Arthur Fils,Rafael Jodar,Clay,O,20260418,3,1.0,3.0,82.0,15.0,Barcelona Open Banc Sabadell - Barcelona,,3-6 6-3 6-2,1,,,,,,,
Arthur Fils,Lorenzo Musetti,Clay,O,20260417,3,2.0,0.0,51.0,12.0,Barcelona Open Banc Sabadell - Barcelona,,6-3 6-4,1,,,,,,,
Arthur Fils,Brandon Nakashima,Clay,O,20260416,3,2.0,1.0,44.0,12.0,Barcelona Open Banc Sabadell - Barcelona,,6-2 6-3,1,,,,,,,
Arthur Fils,Terence Atmane,Clay,O,20260414,3,2.0,3.0,104.0,17.0,Barcelona Open Banc Sabadell - Barcelona,,4-6 6-4 7-6(7),1,,,,,,,
Arthur Fils,Jiri Lehecka,Hard,O,20260327,3,4.0,3.0,62.0,4.0,Miami Open - Miami,,6-2 6-2,0,,,,,,,
Arthur Fils,Tommy Paul,Hard,O,20260325,3,10.0,2.0,119.0,20.0,Miami Open - Miami,,6-7(3) 7-6(4) 7-6(6),1,,,,,,,
Arthur Fils,Valentin Vacherot,Hard,O,20260324,3,11.0,3.0,94.0,18.0,Miami Open - Miami,,6-4 6-7(4) 6-4,1,,,,,,,
Arthur Fils,Stefanos Tsitsipas,Hard,O,20260322,3,2.0,1.0,31.0,12.0,Miami Open - Miami,,6-0 6-1,1,,,,,,,
Arthur Fils,Darwin Blanch,Hard,O,20260320,3,4.0,2.0,48.0,12.0,Miami Open - Miami,,6-2 6-3,1,,,,,,,
Arthur Fils,Alexander Zverev,Hard,O,20260312,3,7.0,4.0,69.0,5.0,BNP Paribas Open - Indian Wells,,6-2 6-3,0,,,,,,,
Arthur Fils,Felix Auger Aliassime,Hard,O,20260310,3,5.0,1.0,70.0,13.0,BNP Paribas Open - Indian Wells,,6-3 7-6(9),1,,,,,,,
Arthur Fils,Marton Fucsovics,Hard,O,20260308,3,4.0,0.0,55.0,13.0,BNP Paribas Open - Indian Wells,,6-3 7-5,1,,,,,,,
Arthur Fils,Dino Prizmic,Hard,O,20260306,3,1.0,1.0,36.0,9.0,BNP Paribas Open - Indian Wells,,6-2 3-2 ret.,1,,,,,,,
Arthur Fils,Carlos Alcaraz,Hard,O,20260221,3,0.0,0.0,43.0,3.0,Qatar ExxonMobil Open - Doha,,6-2 6-1,0,,,,,,,
Arthur Fils,Jakub Mensik,Hard,O,20260220,3,5.0,1.0,81.0,13.0,Qatar ExxonMobil Open - Doha,,6-4 7-6(4),1,,,,,,,
