player,opp,surface,indoor,tourney_date,best_of,ace,df,svpt,svgms,tourney_name,round,score,won,sv_1in,sv_1won,sv_2won,bp_saved,bp_faced,rank,opp_rank
Daniel Altmaier,Marin Cilic,Hard,O,20260119,5,8.0,4.0,81.0,6.0,Australian Open - Melbourne,,6-0 6-0 7-6(3),0,,,,,,,
Daniel Altmaier,Jaume Antoni Munar Clar,Hard,O,20260112,3,3.0,2.0,52.0,3.0,Adelaide International - Adelaide,,6-3 6-0,0,,,,,,,
Daniel Altmaier,Kamil Majchrzak,Hard,O,20260105,3,7.0,5.0,59.0,6.0,Brisbane International - Brisbane,,7-6(4) 6-0,0,37.0,24.0,7.0,5.0,9.0,44.0,59.0
Jack Draper,Martin Landaluce,Hard,O,20260813,3,6.0,12.0,90.0,8.0,Cincinnati Open - Cincinnati,,6-3 7-5,0,,,,,,,
Jack Draper,Terence Atmane,Hard,O,20260804,3,5.0,2.0,67.0,11.0,National Bank Open - Montreal,,6-3 2-6 6-2,0,,,,,,,
Jack Draper,Ugo Humbert,Grass,O,20260626,3,2.0,0.0,64.0,8.0,Lexus Eastbourne Open - Eastbourne,,7-5 6-3,0,,,,,,,
Jack Draper,Gabriel Diallo,Grass,O,20260625,3,2.0,2.0,44.0,12.0,Lexus Eastbourne Open - Eastbourne,,6-1 6-4,1,,,,,,,
Jack Draper,Jack Pinnington Jones,Grass,O,20260624,3,6.0,1.0,63.0,13.0,Lexus Eastbourne Open - Eastbourne,,7-5 6-4,1,,,,,,,
Jack Draper,Marcos Giron,Grass,O,20260622,3,6.0,0.0,59.0,13.0,Lexus Eastbourne Open - Eastbourne,,6-4 7-6(5),1,,,,,,,
Jack Draper,Tomas Martin Etcheverry,Clay,O,20260413,3,3.0,6.0,69.0,10.0,Barcelona Open Banc Sabadell - Barcelona,,3-6 6-3 4-1 ret.,0,,,,,,,
Jack Draper,Reilly Opelka,Hard,O,20260320,3,7.0,1.0,68.0,12.0,Miami Open - Miami,,7-6(3) 7-6(0),0,,,,,,,
Jack Draper,Daniil Medvedev,Hard,O,20260312,3,3.0,1.0,54.0,6.0,BNP Paribas Open - Indian Wells,,6-1 7-5,0,,,,,,,
Jack Draper,Novak Djokovic,Hard,O,20260311,3,13.0,5.0,103.0,17.0,BNP Paribas Open - Indian Wells,,4-6 6-4 7-6(5),1,,,,,,,
Jack Draper,Francisco Cerundolo,Hard,O,20260309,3,4.0,4.0,51.0,13.0,BNP Paribas Open - Indian Wells,,6-1 7-5,1,,,,,,,
Jack Draper,Roberto Bautista Agut,Hard,O,20260307,3,9.0,2.0,70.0,15.0,BNP Paribas Open - Indian Wells,,3-6 6-3 6-2,1,,,,,,,
Jack Draper,Arthur Rinderknech,Hard,O,20260225,3,11.0,3.0,99.0,16.0,Dubai Duty Free Tennis Championships - Dubai,,7-5 6-7(4) 6-4,0,,,,,,,
Jack Draper,Quentin Halys,Hard,O,20260223,3,13.0,1.0,72.0,13.0,Dubai Duty Free Tennis Championships - Dubai,,7-6(8) 6-3,1,,,,,,,
Aslan Karatsev,Karan Singh,Hard,O,20260416,3,1.0,1.0,12.0,1.0,M25 Sharm ElSheikh,,2-1 ret.,0,,,,,,,
Aslan Karatsev,Christian Djonov,Hard,O,20260415,3,11.0,5.0,59.0,13.0,M25 Sharm ElSheikh,,7-5 6-0,1,,,,,,,
Aslan Karatsev,Andriy Poritskyy,Hard,O,20260414,3,4.0,4.0,48.0,12.0,M25 Sharm ElSheikh,,6-1 6-3,1,,,,,,,
Aslan Karatsev,Aleksandre Shvangiradze,Hard,O,20260413,3,8.0,4.0,54.0,12.0,M25 Sharm ElSheikh,,6-4 6-4,1,,,,,,,
Yannick Hanfmann,Arthur Fils,Hard,O,20260815,3,7.0,7.0,68.0,7.0,Cincinnati Open - Cincinnati,,7-6(5) 6-1,0,,,,,,,
Yannick Hanfmann,Luca Van Assche,Hard,O,20260814,3,10.0,3.0,59.0,12.0,Cincinnati Open - Cincinnati,,6-2 6-4,1,,,,,,,
Yannick Hanfmann,Nuno Borges,Hard,O,20260806,3,8.0,4.0,57.0,6.0,National Bank Open - Montreal,,6-4 6-2,0,,,,,,,
Yannick Hanfmann,Flavio Cobolli,Hard,O,20260804,3,3.0,3.0,93.0,14.0,National Bank Open - Montreal,,7-6(5) 7-6(2),1,,,,,,,
Yannick Hanfmann,Benjamin Bonzi,Hard,O,20260803,3,7.0,2.0,87.0,16.0,National Bank Open - Montreal,,6-1 4-6 6-2,1,,,,,,,
Yannick Hanfmann,Quentin Halys,Clay,O,20260724,3,5.0,2.0,84.0,10.0,Generali Open - Kitzbuhel,,6-4 7-6(2),0,,,,,,,
Yannick Hanfmann,Sebastian Baez,Clay,O,20260723,3,7.0,0.0,55.0,12.0,Generali Open - Kitzbuhel,,6-3 6-1,1,,,,,,,
Yannick Hanfmann,Marco Trungelliti,Clay,O,20260722,3,7.0,2.0,61.0,13.0,Generali Open - Kitzbuhel,,6-4 7-6(2),1,,,,,,,
Yannick Hanfmann,Lukas Neumayer,Clay,O,20260720,3,16.0,1.0,57.0,13.0,Generali Open - Kitzbuhel,,7-6(5) 6-4,1,,,,,,,
Yannick Hanfmann,Valentin Vacherot,Clay,O,20260715,3,7.0,1.0,93.0,13.0,EFG Swiss Open - Gstaad,,4-6 6-3 6-4,0,,,,,,,
Yannick Hanfmann,Pedro Martinez Portero,Clay,O,20260714,3,13.0,1.0,47.0,13.0,EFG Swiss Open - Gstaad,,7-6(6) 6-1,1,,,,,,,
Yannick Hanfmann,Karen Khachanov,Grass,O,20260702,5,8.0,1.0,94.0,11.0,Wimbledon - London,,6-3 6-4 6-4,0,,,,,,,
Yannick Hanfmann,Giovanni Mpetshi Perricard,Grass,O,20260630,5,15.0,4.0,114.0,25.0,Wimbledon - London,,6-7(6) 7-6(9) 6-2 6-3,1,,,,,,,
Yannick Hanfmann,Luciano Darderi,Grass,O,20260623,3,12.0,3.0,55.0,8.0,Mallorca Championships - Mallorca,,7-5 6-3,0,,,,,,,
Yannick Hanfmann,Adolfo Daniel Vallejo,Grass,O,20260621,3,4.0,5.0,75.0,14.0,Mallorca Championships - Mallorca,,7-6(2) 7-6(2),1,,,,,,,
Yannick Hanfmann,Alexander Zverev,Grass,O,20260618,3,10.0,1.0,56.0,9.0,Terra Wortmann Open - Halle,,6-3 7-6(4),0,,,,,,,
Yannick Hanfmann,Joao Fonseca,Grass,O,20260616,3,4.0,2.0,44.0,12.0,Terra Wortmann Open - Halle,,6-2 6-2,1,,,,,,,
Yannick Hanfmann,Mattia Bellucci,Grass,O,20260610,3,12.0,1.0,98.0,14.0,Boss Open - Stuttgart,,7-5 6-7(4) 6-2,0,,,,,,,
Yannick Hanfmann,Aleksandar Kovacevic,Grass,O,20260609,3,22.0,4.0,86.0,14.0,Boss Open - Stuttgart,,7-6(5) 7-6(4),1,,,,,,,
Yannick Hanfmann,Hamad Medjedovic,Clay,O,20260524,5,18.0,6.0,131.0,18.0,French Open - Paris,,6-3 6-4 6-7(1) 6-4,0,,,,,,,
Yannick Hanfmann,Luciano Darderi,Clay,O,20260520,3,3.0,3.0,73.0,11.0,Hamburg Open - Hamburg,,7-6(7) 7-5,0,,,,,,,
Yannick Hanfmann,Max Schoenhaus,Clay,O,20260518,3,7.0,3.0,91.0,18.0,Hamburg Open - Hamburg,,6-3 6-7(4) 6-4,1,,,,,,,
Yannick Hanfmann,Luciano Darderi,Clay,O,20260508,3,3.0,1.0,60.0,8.0,Internazionali BNL d'Italia - Rome,,6-4 6-4,0,,,,,,,
Yannick Hanfmann,Hubert Hurkacz,Clay,O,20260506,3,7.0,0.0,90.0,19.0,Internazionali BNL d'Italia - Rome,,6-7(3) 7-6(2) 6-2,1,,,,,,,
Yannick Hanfmann,Francisco Cerundolo,Clay,O,20260425,3,1.0,3.0,71.0,6.0,Mutua Madrid Open - Madrid,,6-1 7-5,0,,,,,,,
Yannick Hanfmann,Marcos Giron,Clay,O,20260423,3,16.0,0.0,94.0,19.0,Mutua Madrid Open - Madrid,,6-4 6-7(3) 7-5,1,,,,,,,
Yannick Hanfmann,Alexander Blockx,Clay,O,20260413,3,3.0,2.0,64.0,8.0,BMW Open - Munich,,7-6(2) 6-2,0,,,,,,,
Yannick Hanfmann,Karim Bennani,Clay,O,20260401,3,16.0,2.0,87.0,18.0,Grand Prix Hassan II - Marrakech,,6-4 6-7(3) 6-2,1,,,,,,,
Yannick Hanfmann,Jesper De Jong,Clay,O,20260330,3,7.0,1.0,62.0,13.0,Grand Prix Hassan II - Marrakech,,7-6(6) 6-4,1,,,,,,,
Yannick Hanfmann,Rafael Jodar,Hard,O,20260319,3,4.0,4.0,73.0,11.0,Miami Open - Miami,,6-4 4-6 6-1,0,,,,,,,
Yannick Hanfmann,Luca Van Assche,Hard,O,20260317,3,9.0,1.0,84.0,17.0,Miami Open - Miami,,6-1 5-7 6-3,1,,,,,,,
Yannick Hanfmann,Leandro Riedi,Hard,O,20260316,3,3.0,1.0,58.0,12.0,Miami Open - Miami,,6-3 6-4,1,,,,,,,
Yannick Hanfmann,Luciano Darderi,Clay,O,20260301,3,10.0,2.0,71.0,11.0,BCI Seguros Chile Open - Santiago,,7-6(6) 7-5,0,,,,,,,
Yannick Hanfmann,Francisco Cerundolo,Clay,O,20260228,3,0.0,0.0,58.0,12.0,BCI Seguros Chile Open - Santiago,,6-3 6-4,1,,,,,,,
Yannick Hanfmann,Vilius Gaubas,Clay,O,20260227,3,5.0,4.0,77.0,15.0,BCI Seguros Chile Open - Santiago,,3-6 6-2 6-2,1,,,,,,,
Yannick Hanfmann,Camilo Ugo Carabelli,Clay,O,20260225,3,5.0,1.0,63.0,12.0,BCI Seguros Chile Open - Santiago,,6-4 6-3,1,,,,,,,
Yannick Hanfmann,Dusan Lajovic,Clay,O,20260223,3,5.0,4.0,58.0,12.0,BCI Seguros Chile Open - Santiago,,6-0 6-3,1,,,,,,,
Yannick Hanfmann,Juan Manuel Cerundolo,Clay,O,20260218,3,6.0,3.0,115.0,15.0,Rio Open - Rio de Janeiro,,6-4 6-7(1) 6-4,0,,,,,,,
Yannick Hanfmann,Joao Lucas Reis Da Silva,Clay,O,20260216,3,6.0,1.0,69.0,13.0,Rio Open - Rio de Janeiro,,7-6(3) 6-4,1,,,,,,,
Yannick Hanfmann,Carlos Alcaraz,Hard,O,20260121,5,7.0,4.0,100.0,11.0,Australian Open - Melbourne,,7-6(4) 6-3 6-2,0,,,,,,,
Yannick Hanfmann,Zachary Svajda,Hard,O,20260118,5,19.0,2.0,125.0,24.0,Australian Open - Melbourne,,7-5 4-6 6-4 7-6(3),1,,,,,,,
Yannick Hanfmann,Terence Atmane,Hard,O,20260103,3,10.0,1.0,61.0,10.0,Brisbane International - Brisbane,,6-4 7-6(3),0,,,,,,,
Taro Daniel,Andrew Johnson,Hard,O,20260826,5,4.0,4.0,86.0,12.0,U.S. Open - New York,,2-6 6-2 6-4,0,,,,,,,
Taro Daniel,Kyrian Jacquet,Clay,O,20260719,3,2.0,5.0,89.0,15.0,Millennium Estoril Open - Estoril,,6-4 3-6 6-3,1,,,,,,,
Taro Daniel,Juan Carlos Prado Angelo,Clay,O,20260718,3,2.0,1.0,52.0,12.0,Millennium Estoril Open - Estoril,,6-4 6-2,1,,,,,,,
Taro Daniel,Botic Van De Zandschulp,Clay,O,20260714,3,3.0,1.0,69.0,10.0,Nordea Open - Bastad,,7-6(0) 6-4,0,,,,,,,
Taro Daniel,Carlos Sanchez Jover,Clay,O,20260713,3,3.0,1.0,75.0,14.0,Nordea Open - Bastad,,6-2 2-6 6-2,1,,,,,,,
Taro Daniel,Federico Coria,Clay,O,20260712,3,1.0,0.0,50.0,12.0,Nordea Open - Bastad,,6-0 6-2,1,,,,,,,
Taro Daniel,Rinky Hijikata,Clay,O,20260516,3,2.0,2.0,113.0,12.0,Hamburg Open - Hamburg,,6-3 6-7(3) 6-2,0,,,,,,,
Nuno Borges,Brandon Nakashima,Hard,O,20260819,3,8.0,2.0,98.0,13.0,Cincinnati Open - Cincinnati,,6-3 6-7(5) 6-3,0,,,,,,,
Nuno Borges,Andrey Rublev,Hard,O,20260818,3,8.0,1.0,59.0,12.0,Cincinnati Open - Cincinnati,,6-3 6-4,1,,,,,,,
Nuno Borges,Francisco Cerundolo,Hard,O,20260816,3,5.0,3.0,50.0,12.0,Cincinnati Open - Cincinnati,,6-4 6-4,1,,,,,,,
Nuno Borges,Thanasi Kokkinakis,Hard,O,20260814,3,18.0,3.0,102.0,19.0,Cincinnati Open - Cincinnati,,5-7 7-6(3) 7-6(4),1,,,,,,,
Nuno Borges,Luciano Darderi,Hard,O,20260808,3,17.0,6.0,91.0,14.0,National Bank Open - Montreal,,4-6 6-3 7-5,0,,,,,,,
Nuno Borges,Yannick Hanfmann,Hard,O,20260806,3,2.0,4.0,49.0,12.0,National Bank Open - Montreal,,6-4 6-2,1,,,,,,,
Nuno Borges,Tomas Martin Etcheverry,Hard,O,20260805,3,8.0,2.0,52.0,12.0,National Bank Open - Montreal,,6-4 6-2,1,,,,,,,
Nuno Borges,Aleksandar Kovacevic,Hard,O,20260803,3,16.0,4.0,93.0,18.0,National Bank Open - Montreal,,6-7(7) 6-2 6-4,1,,,,,,,
Nuno Borges,Roman Andres Burruchaga,Clay,O,20260722,3,2.0,4.0,97.0,10.0,Millennium Estoril Open - Estoril,,6-1 4-6 6-3,0,,,,,,,
Nuno Borges,Orlando Luz,Clay,O,20260721,3,5.0,1.0,50.0,12.0,Millennium Estoril Open - Estoril,,6-3 6-3,1,,,,,,,
Nuno Borges,Luciano Darderi,Clay,O,20260717,3,7.0,0.0,77.0,10.0,Nordea Open - Bastad,,7-6(9) 6-4,0,,,,,,,
Nuno Borges,Grigor Dimitrov,Clay,O,20260715,3,4.0,1.0,50.0,12.0,Nordea Open - Bastad,,6-4 6-2,1,,,,,,,
Nuno Borges,Moise Kouame,Clay,O,20260714,3,6.0,1.0,60.0,12.0,Nordea Open - Bastad,,6-4 6-2,1,,,,,,,
Nuno Borges,Jannik Sinner,Grass,O,20260701,5,6.0,1.0,119.0,16.0,Wimbledon - London,,7-6(4) 7-6(2) 6-4,0,,,,,,,
Nuno Borges,Tristan Boyer,Grass,O,20260629,5,9.0,4.0,107.0,20.0,Wimbledon - London,,6-3 7-5 7-5,1,,,,,,,
Nuno Borges,Ethan Quinn,Grass,O,20260626,3,2.0,1.0,40.0,3.0,Mallorca Championships - Mallorca,,6-1 6-2,0,,,,,,,
Nuno Borges,Luciano Darderi,Grass,O,20260625,3,10.0,0.0,65.0,13.0,Mallorca Championships - Mallorca,,7-6(1) 6-4,1,,,,,,,
Nuno Borges,Jan-Lennard Struff,Grass,O,20260623,3,9.0,1.0,75.0,13.0,Mallorca Championships - Mallorca,,6-4 7-5,1,,,,,,,
Nuno Borges,Adrian Mannarino,Grass,O,20260621,3,4.0,0.0,47.0,12.0,Mallorca Championships - Mallorca,,6-2 6-2,1,,,,,,,
Nuno Borges,Felix Auger Aliassime,Grass,O,20260615,3,5.0,0.0,78.0,12.0,Terra Wortmann Open - Halle,,6-3 3-6 6-3,0,,,,,,,
Nuno Borges,Marin Cilic,Grass,O,20260612,3,13.0,2.0,83.0,15.0,Libema Open - 's-Hertogenbosch,,3-6 7-6(5) 6-3,0,,,,,,,
Nuno Borges,Terence Atmane,Grass,O,20260608,3,2.0,0.0,47.0,12.0,Libema Open - 's-Hertogenbosch,,6-4 6-4,1,,,,,,,
Nuno Borges,Andrey Rublev,Clay,O,20260529,5,6.0,1.0,114.0,17.0,French Open - Paris,,7-5 7-6(2) 7-6(2),0,,,,,,,
Nuno Borges,Miomir Kecmanovic,Clay,O,20260527,5,13.0,5.0,122.0,21.0,French Open - Paris,,3-6 6-2 6-1 6-2,1,,,,,,,
Nuno Borges,Tomas Martin Etcheverry,Clay,O,20260524,5,8.0,3.0,91.0,18.0,French Open - Paris,,6-3 6-4 6-2,1,,,,,,,
Nuno Borges,Rafael Jodar,Clay,O,20260508,3,4.0,2.0,79.0,10.0,Internazionali BNL d'Italia - Rome,,7-6(4) 6-4,0,,,,,,,
Nuno Borges,Jesper De Jong,Clay,O,20260506,3,4.0,1.0,38.0,12.0,Internazionali BNL d'Italia - Rome,,6-3 6-0,1,,,,,,,
Nuno Borges,Mariano Navone,Clay,O,20260423,3,4.0,1.0,53.0,7.0,Mutua Madrid Open - Madrid,,6-3 6-4,0,,,,,,,
Nuno Borges,Hamad Medjedovic,Clay,O,20260417,3,4.0,2.0,63.0,8.0,Barcelona Open Banc Sabadell - Barcelona,,7-6(6) 6-2,0,,,,,,,
Nuno Borges,Tomas Martin Etcheverry,Clay,O,20260415,3,5.0,5.0,83.0,13.0,Barcelona Open Banc Sabadell - Barcelona,,6-3 7-6(4),1,,,,,,,
Nuno Borges,Adrian Mannarino,Clay,O,20260413,3,10.0,2.0,70.0,12.0,Barcelona Open Banc Sabadell - Barcelona,,6-3 6-4,1,,,,,,,
Nuno Borges,Andrey Rublev,Clay,O,20260406,3,5.0,2.0,66.0,11.0,Monte-Carlo Rolex Masters - Monte-Carlo,,6-4 1-6 6-1,0,,,,,,,
Nuno Borges,Damir Dzumhur,Clay,O,20260401,3,2.0,1.0,73.0,10.0,Tiriac Open - Bucharest,,7-6(1) 6-4,0,,,,,,,
Nuno Borges,Reilly Opelka,Hard,O,20260319,3,2.0,4.0,91.0,15.0,Miami Open - Miami,,6-7(6) 6-2 7-6(5),0,,,,,,,
Nuno Borges,Valentin Vacherot,Hard,O,20260307,3,6.0,3.0,83.0,10.0,BNP Paribas Open - Indian Wells,,7-5 7-5,0,,,,,,,
Nuno Borges,Emilio Nava,Hard,O,20260305,3,3.0,2.0,79.0,14.0,BNP Paribas Open - Indian Wells,,7-6(9) 7-5,1,,,,,,,
Nuno Borges,Frances Tiafoe,Hard,O,20260224,3,12.0,2.0,66.0,8.0,Abierto Mexicano Telcel - Acapulco,,6-4 6-4,0,,,,,,,
Nuno Borges,Chak Lam Coleman Wong,Hard,O,20260216,3,8.0,3.0,98.0,15.0,Delray Beach Open - Delray Beach,,7-6(5) 4-6 6-3,0,,,,,,,
Nuno Borges,Learner Tien,Hard,O,20260123,5,8.0,2.0,96.0,12.0,Australian Open - Melbourne,,7-6(9) 6-4 6-2,0,,,,,,,
Nuno Borges,Jordan Thompson,Hard,O,20260121,5,10.0,4.0,130.0,24.0,Australian Open - Melbourne,,6-7(9) 6-3 6-2 6-4,1,,,,,,,
Nuno Borges,Felix Auger Aliassime,Hard,O,20260119,5,6.0,1.0,84.0,15.0,Australian Open - Melbourne,,3-6 6-4 6-4 ret.,1,,,,,,,
Nuno Borges,Eliot Spizzirri,Hard,O,20260114,3,4.0,0.0,76.0,10.0,ASB Classic - Auckland,,7-6(6) 6-4,0,55.0,40.0,11.0,4.0,6.0,46.0,89.0
Nuno Borges,Tomas Martin Etcheverry,Hard,O,20260113,3,8.0,2.0,108.0,17.0,ASB Classic - Auckland,,7-5 3-6 7-6(2),1,80.0,63.0,13.0,2.0,3.0,46.0,61.0
Nuno Borges,Andrey Rublev,Hard,O,20260109,3,2.0,0.0,69.0,7.0,Hong Kong Tennis Open - Hong Kong,,6-3 6-4,0,47.0,33.0,7.0,6.0,8.0,45.0,16.0
Nuno Borges,Marin Cilic,Hard,O,20260107,3,5.0,1.0,61.0,13.0,Hong Kong Tennis Open - Hong Kong,,7-5 6-3,1,37.0,32.0,12.0,1.0,2.0,45.0,70.0
Nuno Borges,Damir Dzumhur,Hard,O,20260105,3,5.0,1.0,51.0,12.0,Hong Kong Tennis Open - Hong Kong,,6-4 6-3,1,40.0,27.0,4.0,3.0,5.0,45.0,65.0
Christopher O'Connell,Zsombor Piros,Hard,O,20260828,5,4.0,5.0,69.0,13.0,U.S. Open - New York,,5-7 7-6(3) ret.,0,,,,,,,
Christopher O'Connell,Nicolai Budkov Kjaer,Hard,O,20260826,5,3.0,0.0,67.0,13.0,U.S. Open - New York,,7-5 6-4,1,,,,,,,
Christopher O'Connell,Stefanos Sakellaridis,Hard,O,20260825,5,5.0,3.0,59.0,12.0,U.S. Open - New York,,6-3 6-3,1,,,,,,,
Christopher O'Connell,Taylor Fritz,Hard,O,20260819,3,3.0,1.0,52.0,7.0,Cincinnati Open - Cincinnati,,6-4 6-3,0,,,,,,,
Christopher O'Connell,Casper Ruud,Hard,O,20260816,3,13.0,0.0,44.0,8.0,Cincinnati Open - Cincinnati,,7-5 1-2 ret.,1,,,,,,,
Christopher O'Connell,Kamil Majchrzak,Hard,O,20260814,3,11.0,3.0,82.0,13.0,Cincinnati Open - Cincinnati,,6-4 7-6(5),1,,,,,,,
Christopher O'Connell,Alexander Shevchenko,Hard,O,20260812,3,2.0,0.0,43.0,12.0,Cincinnati Open - Cincinnati,,6-4 6-1,1,,,,,,,
Christopher O'Connell,Dane Sweeny,Hard,O,20260811,3,9.0,2.0,96.0,19.0,Cincinnati Open - Cincinnati,,6-7(3) 6-2 7-5,1,,,,,,,
Christopher O'Connell,James Duckworth,Hard,O,20260803,3,3.0,1.0,48.0,4.0,National Bank Open - Montreal,,6-3 6-1,0,,,,,,,
Christopher O'Connell,Jaime Faria,Hard,O,20260801,3,9.0,0.0,97.0,18.0,National Bank Open - Montreal,,6-7(8) 6-2 6-4,1,,,,,,,
Christopher O'Connell,Andres Martin,Hard,O,20260725,3,6.0,6.0,92.0,11.0,Citi Open - Washington,,6-3 4-6 6-2,0,,,,,,,
Christopher O'Connell,Mackenzie Mcdonald,Grass,O,20260625,5,10.0,3.0,86.0,11.0,Wimbledon - London,,6-3 6-4 6-4,0,,,,,,,
Christopher O'Connell,Bernard Tomic,Grass,O,20260624,5,15.0,2.0,48.0,12.0,Wimbledon - London,,6-4 6-4,1,,,,,,,
Christopher O'Connell,Joel Schwaerzler,Grass,O,20260622,5,5.0,0.0,56.0,13.0,Wimbledon - London,,7-6(3) 6-4,1,,,,,,,
Christopher O'Connell,Facundo Diaz Acosta,Clay,O,20260518,5,4.0,2.0,115.0,16.0,French Open - Paris,,7-6(7) 4-6 6-4,0,,,,,,,
Christopher O'Connell,Martin Landaluce,Clay,O,20260504,3,2.0,3.0,54.0,5.0,Internazionali BNL d'Italia - Rome,,6-2 6-3,0,,,,,,,
Christopher O'Connell,Dino Prizmic,Clay,O,20260420,3,6.0,2.0,132.0,19.0,Mutua Madrid Open - Madrid,,7-6(9) 6-7(5) 7-6(3),0,,,,,,,
Christopher O'Connell,Mariano Navone,Clay,O,20260331,3,2.0,1.0,65.0,10.0,Tiriac Open - Bucharest,,6-4 7-6(8),0,,,,,,,
Christopher O'Connell,Marton Fucsovics,Hard,O,20260320,3,4.0,2.0,87.0,9.0,Miami Open - Miami,,7-6(6) 6-3,0,,,,,,,
Christopher O'Connell,Alexander Blockx,Hard,O,20260317,3,6.0,0.0,92.0,16.0,Miami Open - Miami,,4-6 6-4 6-4,1,,,,,,,
Christopher O'Connell,Nicolas Mejia,Hard,O,20260316,3,8.0,4.0,70.0,13.0,Miami Open - Miami,,7-6(4) 6-3,1,,,,,,,
Christopher O'Connell,Marton Fucsovics,Hard,O,20260304,3,5.0,1.0,67.0,8.0,BNP Paribas Open - Indian Wells,,7-5 6-3,0,,,,,,,
Christopher O'Connell,Nikoloz Basilashvili,Hard,O,20260303,3,7.0,0.0,57.0,12.0,BNP Paribas Open - Indian Wells,,6-4 6-4,1,,,,,,,
Christopher O'Connell,Billy Harris,Hard,O,20260302,3,12.0,0.0,62.0,12.0,BNP Paribas Open - Indian Wells,,6-4 6-3,1,,,,,,,
Christopher O'Connell,Quentin Halys,Hard,O,20260221,3,8.0,0.0,52.0,7.0,Dubai Duty Free Tennis Championships - Dubai,,6-3 6-4,0,,,,,,,
Christopher O'Connell,Ugo Humbert,Hard,I,20260213,3,4.0,1.0,50.0,5.0,ABN AMRO Open - Rotterdam,,6-4 6-1,0,,,,,,,
Christopher O'Connell,Cameron Norrie,Hard,I,20260211,3,12.0,1.0,84.0,13.0,ABN AMRO Open - Rotterdam,,7-6(9) 6-4,1,,,,,,,
Christopher O'Connell,Valentin Royer,Hard,I,20260209,3,10.0,3.0,102.0,17.0,ABN AMRO Open - Rotterdam,,6-4 4-6 7-6(4),1,,,,,,,
Christopher O'Connell,Hugo Gaston,Hard,I,20260208,3,3.0,0.0,58.0,12.0,ABN AMRO Open - Rotterdam,,6-2 6-3,1,,,,,,,
Christopher O'Connell,Vitaliy Sachko,Hard,I,20260207,3,7.0,0.0,62.0,13.0,ABN AMRO Open - Rotterdam,,6-3 7-5,1,,,,,,,
Christopher O'Connell,Roberto Bautista Agut,Hard,I,20260202,3,11.0,1.0,110.0,15.0,Open Occitanie - Montpellier,,5-7 6-3 7-5,0,,,,,,,
Christopher O'Connell,Nishesh Basavareddy,Hard,O,20260120,5,25.0,3.0,176.0,24.0,Australian Open - Melbourne,,4-6 7-6(7) 6-7(3) 6-2 6-3,0,,,,,,,
Christopher O'Connell,Jacob Fearnley,Hard,O,20260111,3,10.0,1.0,83.0,12.0,Adelaide International - Adelaide,,7-6(4) 7-6(4),0,,,,,,,
Christopher O'Connell,Dane Sweeny,Hard,O,20260104,3,7.0,3.0,97.0,14.0,Brisbane International - Brisbane,,6-7(4) 6-3 6-4,0,,,,,,,
Christopher O'Connell,Nikoloz Basilashvili,Hard,O,20260103,3,9.0,0.0,45.0,12.0,Brisbane International - Brisbane,,6-2 6-3,1,,,,,,,
Alejandro Tabilo,Rafael Jodar,Hard,O,20260817,3,6.0,0.0,72.0,3.0,Cincinnati Open - Cincinnati,,6-2 6-1,0,,,,,,,
Alejandro Tabilo,Jan-Lennard Struff,Hard,O,20260815,3,5.0,1.0,56.0,12.0,Cincinnati Open - Cincinnati,,6-3 6-4,1,,,,,,,
Alejandro Tabilo,Hubert Hurkacz,Hard,O,20260805,3,4.0,5.0,70.0,10.0,National Bank Open - Montreal,,6-4 7-6(4),0,,,,,,,
Alejandro Tabilo,Rafael Jodar,Hard,O,20260801,3,5.0,2.0,99.0,15.0,Citi Open - Washington,,6-7(6) 6-4 6-4,0,,,,,,,
Alejandro Tabilo,Ben Shelton,Hard,O,20260731,3,6.0,4.0,92.0,17.0,Citi Open - Washington,,4-6 7-5 6-4,1,,,,,,,
Alejandro Tabilo,Terence Atmane,Hard,O,20260730,3,11.0,4.0,68.0,13.0,Citi Open - Washington,,6-3 7-6(6),1,,,,,,,
Alejandro Tabilo,Tallon Griekspoor,Hard,O,20260727,3,14.0,3.0,97.0,17.0,Citi Open - Washington,,7-6(3) 4-6 6-4,1,,,,,,,
Alejandro Tabilo,Tiago Torres,Clay,O,20260722,3,3.0,0.0,58.0,8.0,Millennium Estoril Open - Estoril,,6-4 6-4,0,,,,,,,
Alejandro Tabilo,Andrey Rublev,Clay,O,20260718,3,8.0,3.0,97.0,14.0,Nordea Open - Bastad,,6-4 4-6 6-4,0,,,,,,,
Alejandro Tabilo,Lautaro Midon,Clay,O,20260716,3,5.0,3.0,113.0,18.0,Nordea Open - Bastad,,6-4 6-7(5) 6-4,1,,,,,,,
Alejandro Tabilo,Kamil Majchrzak,Grass,O,20260630,5,9.0,3.0,105.0,13.0,Wimbledon - London,,6-3 7-5 7-5,0,,,,,,,
Alejandro Tabilo,Fabian Marozsan,Grass,O,20260623,3,2.0,4.0,66.0,5.0,Mallorca Championships - Mallorca,,6-2 6-3,0,,,,,,,
Alejandro Tabilo,Rinky Hijikata,Grass,O,20260616,3,3.0,2.0,52.0,6.0,HSBC Championships - London,,6-2 6-4,0,,,,,,,
Alejandro Tabilo,Felix Auger Aliassime,Clay,O,20260601,5,5.0,2.0,84.0,9.0,French Open - Paris,,6-3 7-5 6-1,0,,,,,,,
